Lng,Lat,Naam,beschrijving
Lng,Lat,Naam,beschrijving
4.9637544032,52.3834829344,Brug no. 376,wijkergouw_schellingwoude
4.9649935838,52.3835091288,Brug no. 377,
4.9665760871,52.3817638941,Brug no. 378,liergouw3
4.9871647235,52.3886936735,Wipbrug (379),liergouw2
4.9952864524,52.3906579772,Gerrit Werfbrug (380),liergouw
4.8556506511,52.3743450581,Vier Windstrekenbrug (381),vierwindstrekenbrug
4.8644214746,52.375429062,Jan van Galenbrug (382),jan_van_galenstraat
4.8626619455,52.3775904406,Anna van Saksenbrug (383),willem_de_zwijgerlaan
4.9156892177,52.4013275298,Brug no. 385,westlandgracht_hoek_heemstedestr
4.8488163825,52.3580768923,Brug no. 386,westlandgracht_hoek_surinameplei
4.8958945152,52.379625642,Wagon Litsbrug(387),fietsbrug
4.8520189401,52.3998317547,Brug no. 388,nieuwe_hemweg6
4.9231940385,52.3737359083,Zebrabrug (389),kattenburgerstraat
4.8361188051,52.407231582,Brug no. 390,nieuwe_hemweg7
4.834718692,52.4062318106,Brug no. 391,westhavenweg1
4.8455870029,52.3495563579,Brug no. 392,westlandgracht_hoek_rietwijkerst
4.8539447662,52.3765441501,Wil de Graaffbrug (393),wil_de_graaffbrug
4.8533224937,52.375902282,Lof der Zotheidbrug (394),erasmuspark
4.8496961471,52.3741076217,Geert Geertsenbrug (395),hondiusstraat
4.8522925254,52.37362947,Desideriusbrug (396),vespuccistraat
4.8474055406,52.3851609807,Zoutmanbrug (397),haarlemmerweg3
4.9670588847,52.4073641196,Brug no. 398,torenven
4.8904871818,52.4085929365,Brug no. 399,kometensingel
4.909777629,52.3498660158,P.L. Kramerbrug (400),amsteldijk_hoek_amstelkade
4.9041449901,52.3491156242,Ernst Cahn en Alfred Kohnbrug (401),van_woustraat
4.8997998115,52.3484405886,Han van Zomerenbrug (402),amstelkade_70
4.8952400562,52.3480145899,Maasbrug (403),amstelkade_hoek_2e_v
4.8912650224,52.3482243128,Brug no. 404,amstelkade_hoek_ferdinand_bolstr
4.8847687122,52.3495579963,Mozartbrug (405),stadionweg_over_noorder_amstelka
4.8864316818,52.3497939263,Boerenweteringbrug (406),ruysdaelkade_hoek_van_hillegaert
4.8790395137,52.3511832663,Timo Smeehuyzenbrug (407),jmcoenenstraat
4.8733103153,52.3521466038,Schildersbrug (408),reinier_vinkeleskade_hoek_breitn
4.8705583688,52.3521072843,Muziekbrug (409),jan_van_goyenkade_hoek_w
4.8652958747,52.3507048664,Lyceumbrug (410),jan_van_goyenkade_hoek_olympiapl
4.8601299402,52.3487617233,Godenbrug (411),bernard_kochstraat
4.8574638244,52.3422959796,Stadionbrug (413),stadionkade_hoek_amstelveenseweg
4.8653817054,52.3433578291,Brug no. 414,voetgangersbrug_bij_achillesstra
4.8679566261,52.3439772295,Parnassusbrug (415),stadionkade_hoek_achillesstraat
4.8727524158,52.3444327618,Brug no. 416,stadionkade_hoek_minervalaan
4.8766040679,52.3445851511,Beethovenbrug (417),stadionkade_hoek_beethovenstraat
4.8814105865,52.3460926295,Brug no. 418,bernhard_zweerskade_hoek_diepenb
4.8845594999,52.3476508493,Hildo Kropbrug (419),churchilllaan
4.8861098167,52.3473886921,Kindertjesbrug (420),apollolaan
4.8604678985,52.3425319484,Brug no. 421,stadionkade_hoek_jasonstraat
4.8857021209,52.3444933899,Prinsessebrug (422),wielingenstraat
4.912856805,52.3473477299,Berlagebrug (423),amsteldijk_hoek_vrijheidslaan
4.9060332652,52.3360734881,Zorgvliedbrug (424),amsteldijk
4.9085652705,52.360124459,Brug no. 425,rhijnspoorplein
4.955654132,52.3438887442,Velibor Vasovicbrug (426),oosterringdijk
4.9164938804,52.3500233015,Boerenoorlogbrug (427),wibautstraat
4.9188595887,52.3424729563,Omvalbrug (429),spaklerweg
4.883599269,52.3441492836,Brug no. 430,beatrixpark1
4.8783689615,52.3443000353,Brug no. 431,ingang_beatrixpark
4.9365997192,52.3937073855,Nollewoudsbrug (432),purmerweg
4.8829179879,52.343795343,Brug no. 433,beatrixpark3
4.9229097244,52.3435216925,Barometerbrug (434),torricellistraat
4.9242293712,52.3442394069,Thermometerbrug (435),von_guerickestraat1
4.9260908242,52.3453536438,Brug no. 436,fizeaustraat_hoek_fahrenheitsing
4.9130177375,52.3920083853,Brug no. 437,johan_van_hasseltweg
4.9123149987,52.3917661333,Brug no. 438,van_der_pekstraat
4.9093752977,52.3388218495,Utrechtsebrug (439),presedent_kennedylaan_hoek_rijns
4.8825907584,52.4123658942,Brug no. 440,plejadenweg
4.9263161298,52.3460385578,Brug no. 441,hugo_de_vrieslaan2
4.9286764737,52.3465366704,Brug no. 442,hugo_de_vrieslaan4
4.9330162879,52.3439510117,Brug no. 443,kruislaan3
4.9341052648,52.3687706964,Brug no. 445,toegang_stadsdeelkantoor
4.9287783977,52.347860574,Brug no. 448,nobelweg
4.8782563087,52.342523755,Brug no. 449,willem_landrestraat
4.8720443126,52.359703487,Brug no. 450,vondelpark3
4.8715829726,52.3589286916,Brug no. 451,vondelpark2
4.8721194145,52.3585650408,Brug no. 452,vondelpark1
4.8629087087,52.3568810694,Hulstbrug (453),vondelpark4
4.8617768165,52.3556590033,Willemsbrug (454),emmalaan
4.8594325658,52.3565894803,Brandbrug (455),vondelpark5
4.9238002177,52.3486830783,Brug no. 456,kamerlingh_onneslaan
4.9274694797,52.3465759948,Brug no. 457,hugo_de_vrieslaan3
4.9326354142,52.3431153101,Brug no. 458,kruislaan
4.9472534534,52.3647565239,Brug no. 459,kramatweg_bij_flevohuis
4.9468672153,52.3628467568,Brug no. 460,james_wattstraat
4.9481010314,52.3656966362,Brug no. 461,zeeburgerdijk
4.9478113528,52.3647597995,Brug no. 462,flevoweg2
4.8654675361,52.3854507442,Van Slingelandtbrug (463),haarlemmerweg
4.9045067179,52.3662417094,Brug no. 464,nieuwe_herengracht
4.9084311601,52.360830438,Brug no. 465,weesperplein
4.8431086418,52.3721867959,Brug no. 466,jan_van_galenstraat1
4.9501096356,52.386190383,Witte Boogbrug (469),monnickendammerweg
4.9544846889,52.3870190355,Brug no. 470,zuiderzeeweg2
4.9693763133,52.3871892851,Brug no. 471,zuiderzeeweg
4.9468672153,52.3628467568,Brug no. 472,flevoweg1
4.8803162452,52.4184844021,Brug no. 473,melkweg
4.8824351903,52.4166947446,Brug no. 474,dierenriem_tuindorp_oostzaan
4.8816466209,52.4160141976,Brug no. 475,meteorenweg2
4.8798173543,52.4145418245,Brug no. 476,vegastraat_tuindorp_oostzaan
4.9278288957,52.3455797649,Brug no. 478,fahrenheitstraat
4.930296528,52.3439051304,Brug no. 479,zwaardemakerstraat
4.9309241649,52.3441345361,Brug no. 480,gooiseweg
4.8917317268,52.3329545383,Brug no. 482,amstelpark6
4.9121379729,52.4135340385,Brug no. 483,sportpark_kadoelen
4.9109041568,52.3774971105,Oosterdoksdoorgang (485),de_ruyterkade2
4.9046707031,52.3783911062,Brug no. 486,de_ruyterkade1
4.912819254,52.3710617722,Kortjewantsbrug (487),prins_hendrikkade_hoek_schippers
4.8753380653,52.4176043053,Brug no. 488,coentunnelcircuit
4.8382162925,52.3788233614,Brug no. 489,bos_en_lommerweg
4.9188971397,52.3895858056,Brug no. 490,johan_van_hasseltweg5
4.9182426807,52.3897429499,Meeuwenpleinbrug (491),johan_van_hasseltweg3
4.8805469152,52.4151471394,Brug no. 492,meteorenweg
4.9191814538,52.389467947,Brug no. 493,johan_van_hasseltweg4
4.9160110828,52.3906170551,Brug no. 494,johan_van_hasseltweg2
4.9003094312,52.3726453126,Bijleveldschesluis (495),kloveniersburgwal_hoek_nieuwmark
4.8818987485,52.3420649257,Brug no. 496,beatrixpark2
4.8854929086,52.3425761924,Brug no. 497,beatrixpark
4.8759335157,52.4172967581,Brug no. 499,meteorenweg3
4.825619722,52.325188351,Brug no. 500,bosbaan16
4.8564875003,52.3304074241,Brug no. 501,koenenkade
4.8544275638,52.3339084391,Brug no. 502,jachthavenweg3
4.8567181703,52.3278077085,Jacob Heinenbrug (503),van_nijenrodeweg1
4.8429369804,52.3278224614,Brug no. 504,bosbaan4
4.8537945625,52.3307647502,Brug no. 505,bosbaan3
4.8452865955,52.3305959222,Brug no. 506,koenensluis1
4.8432266589,52.3298288121,Brug no. 507,bosbaansluis
4.8433607694,52.3256176655,Drogebrug (508),bosbaan5
4.851798999,52.3290764413,Brug no. 509,bosbaan2
4.8532205697,52.3291010287,Brug no. 510,bosbaan1
4.8543846484,52.3280978483,Brug no. 511,bosbaan
4.8211467143,52.3224684691,Brug no. 512,bosbaan10
4.8204010602,52.3224586326,Brug no. 514,bosbaan11
4.8213666555,52.3224258444,Brug no. 515,bosbaan12
4.8536765453,52.3319678358,Ballenbrug (516),boeierspad
4.8216885206,52.3217471224,Brug no. 517,nieuwe_meerlaan1
4.8222732421,52.3215143216,Brug no. 518,nieuwe_meerlaan
4.8240113136,52.3212159413,Brug no. 519,amsterdamse_bos_18
4.8249447223,52.3203142306,Brug no. 520,amsterdamse_bos9
4.8276215669,52.320460145,Brug no. 521,amsterdamse_bos7
4.8255991813,52.3201420837,Brug no. 522,amsterdamse_bos8
4.8227560397,52.3199092745,Brug no. 523,amsterdamse_bos19
4.8305880901,52.3231947222,Brug no. 525,duizendmeterweg
4.8306417343,52.3236340749,Brug no. 526,duizendmeterweg1
4.8364084836,52.3245717834,Duizendmeterbrug (527),bosbaan8
4.8201811191,52.3177401552,Brug no. 528,amsterdamse_bos2
4.8372077819,52.3247881748,Brug no. 529,duizendmeterweg2
4.8368537303,52.3250144011,Brug no. 530,bosbaan13
4.842599022,52.325250462,Brug no. 531,bosbaan14
4.8430657264,52.3264602547,Brug no. 532,bosbaan9
4.8243117209,52.3148429116,Brug no. 533,amsterdamse_bos12
4.8254597064,52.3146756625,Brug no. 534,amsterdamse_bos11
4.8280185338,52.3145936774,Brug no. 535,amsterdamse_bos10
4.8217368003,52.3088281071,Brug no. 536,burgemeester_a
4.8313230153,52.3062533636,Brug no. 537,burgmeester_a
4.8190116759,52.3155217395,Brug no. 538,amsterdamse_bos13
4.8264950391,52.3088986235,Bruinebrug (539),burgemeester_a
4.8271816846,52.3100531077,Blauwebrug (540),amsterdamse_bos20
4.831639516,52.3075686335,Brug no. 541,burgemeester_a
4.8360329744,52.3069864428,Brug no. 542,amsterdamse_bos16
4.8382216569,52.3115388058,Vierwindenbrug (543),amsterdamse_bos21
4.8377495881,52.3132835356,Bibbertjesbrug (544),amssterdamse_bos3
4.8341125127,52.3112469176,Brug no. 545,amsterdamse_bos14
4.8216831561,52.3077195098,Klimopbrug (546),amsterdamse_bos40
4.829381096,52.3182926923,Brug no. 547,zuidelijk
4.8444068309,52.3250176797,Brug no. 548,bosbaan6
4.8496264097,52.3262373144,Brug no. 549,bosbaan7
4.8497229692,52.325138989,Brug no. 550,bosbaan15
4.8429369804,52.3236766985,Karnemelkgatsbrug (551),handoverhaal
4.8485535261,52.3326988501,Brug no. 552,boeierspad2
4.8297029611,52.3186861863,Brug van Broerse (553),amsterdamse_bos1
4.8148435232,52.304839651,Brug no. 554,amsterdamse_bos42
4.8173004266,52.2998584962,Brug no. 555,amsterdamse_bos41
4.8219138261,52.3001898252,Hoedbrug (556),amsterdamse_bos46
4.825813758,52.3029223746,Stenenbrug (557),burgemeester_a
4.8150098201,52.3039671283,Eerste Volendammerbrug (558),amsterdamse_bos44
4.8140764114,52.3037670361,Tweede Volendammerbrug (559),amsterdamse_bos43
4.8170429345,52.3033701292,Brug no. 560,amsterdamse_bos30
4.8205619928,52.300862317,Brug no. 561,amsterdamse_bos31
4.8245102044,52.3014724714,Brug no. 562,amsterdamse_bos33
4.8251914855,52.2999109841,Brug no. 563,amsterdamse_bos34
4.8263072845,52.3021285421,Brug no. 564,amsterdamse_bos45
4.8295259353,52.3049905366,Brug no. 565,amsterdamse_bos17
4.8439830419,52.3212454516,Boogbrug (566),springbaan
4.8406839248,52.3189255601,Manegebrug (569),springbaan1
4.828495967,52.2969371171,Brug no. 571,amsterdamse_bos35
4.8221981402,52.2969896085,Brug no. 572,amsterdamse_bos37
4.8233461257,52.2938793865,Brug no. 575,amsterdamse_bos38
4.8260068771,52.2960775618,Brug no. 577,amsterdamse_bos36
4.8484676954,52.332469385,Brug no. 578,boeierspad1
4.8285174247,52.3016135274,Brug no. 580,amsterdamse_bos32
4.8310011503,52.3032438399,Brug no. 581,amsterdamse_bos28
4.8332649347,52.3049364147,Brug no. 582,amsterdamse_bos27
4.8339569446,52.3025713843,Brug no. 583,amsterdamse_bos29
4.8363709327,52.3062697638,Brug no. 584,amsterdamse_bos15
4.8364567634,52.3160234752,Brug no. 586,amsterdamse_bos52
4.8328465101,52.3171744943,Brug no. 587,amsterdamse_bos53
4.8536014434,52.3326988501,Brug no. 589,tjotterspad
4.8566591617,52.3216717082,Brug no. 590,nieuwe_kalfjeslaan
4.8549425479,52.3336134205,Brug no. 591,koenensluis2
4.8549425479,52.3336134205,Brug no. 592,koenensluis
4.8549425479,52.3336134205,Brug no. 593,jachthavenweg1
4.837851512,52.3821895674,Brug no. 600,burgemeester_vening_meineszlaan
4.8364782211,52.3790836948,Brug no. 601,burgemeester_de_vlugtlaan
4.8316502448,52.3783108766,Brug no. 602,burgemeester_fockstraat1
4.827187049,52.3844128255,Brug no. 603,burgemeester_eliasstraat1
4.833436596,52.3734411554,Bananenbrug (604),burgemeester_roellstraat1
4.8322617885,52.3736474826,Brug no. 605,burgemeester_roellstraat
4.8321169492,52.3704312879,Brug no. 606,jan_evertsenstraat2
4.8303198692,52.3698024322,Brug no. 607,oostoever
4.810568082,52.3794111561,Brug no. 608,jacob_van_maerlantstraat
4.8311567184,52.3772105696,Brug no. 609,burgemeester_fockstraat
4.80759083,52.3680337276,Brug no. 610,sloterpark6
4.8257654783,52.3780456265,Brug no. 611,burgemeester_eliasstraat
4.8231690999,52.3750655471,Brug no. 612,burgemeester_roellstraat2
4.8178046819,52.3786776395,Brug no. 613,carry_van_bruggenstraat
4.8201382038,52.3783337993,Brug no. 614,slotermeerlaan
4.8239952203,52.3777247045,Brug no. 615,frans_bastiaansestraat
4.8238074657,52.3764147948,Brug no. 616,henriette_roland_holststraat
4.8228311416,52.3739242217,Brug no. 617,noordzijde
4.8132288333,52.3794144307,Brug no. 618,burgemeester_van_leeuwenlaan
4.8088407394,52.3803640547,Brug no. 619,eendrachtspark
4.8089909431,52.3779064514,Brug no. 620,lodewijk_van_deysselstraat
4.808669078,52.3767275392,Brug no. 621,burgemeester_roellstraat3
4.8081326362,52.3745710309,Brug no. 622,savornin_lohmanstraat
4.8021352168,52.3792965449,Brug no. 623,kruisherenpad
4.7941261407,52.379253975,Brug no. 624,sam_van_houtenstraat
4.8101174709,52.3805408789,Brug no. 626,eendrachtspark1
4.8121130344,52.3833077591,Brug no. 627,anthony_moddermanstraat
4.8283779498,52.3788086255,Brug no. 628,freek_oxstraat
4.8348903533,52.3777869243,Brug no. 629,dirk_bonsstraat1
4.8120218393,52.3720001127,Brug no. 630,thomas_van_aquinostraat1
4.8172682401,52.3718461804,Brug no. 631,president_allendelaan1
4.8325031873,52.3707653638,Brug no. 632,burgemeester_cramergracht1
4.8339569446,52.37045749,Brug no. 633,jan_evertsenstraat3
4.8105519887,52.3684431562,Brug no. 634,sloterpark3
4.8064374801,52.380298564,Brug no. 635,dr_h_colijnstraat
4.7979080554,52.3801643079,Brug no. 637,aalbersestraat
4.7943621751,52.3816378285,Brug no. 638,cornelis_outshoornstraat
4.7595792886,52.3811122785,Brug no. 639,osdorperweg
4.8059117671,52.3726289371,Brug no. 643,geleyn_bouwensstraat
4.8121398565,52.3807635455,Brug no. 651,bernard_loderstraat
4.7939652082,52.3669757464,Brug no. 652,herman_bonpad
4.8374438163,52.3699530963,Brug no. 653,jan_tooropstraat
4.8395198461,52.345902559,Brug no. 655,afrit
4.8343968269,52.3640718999,Brug no. 656,postjesweg1
4.8348045226,52.3700579059,Brug no. 657,jan_evertsenstraat1
4.8450720188,52.3696091883,Brug no. 658,admiraal_helfrichstraat
4.8477542278,52.369596087,Brug no. 659,jan_evertsenstraat4
4.8477810499,52.3681057873,Brug no. 660,rembrandtpark1
4.8477113124,52.3672869199,Brug no. 661,rembrandtpark
4.8420894023,52.3459320527,Brug no. 662,einsteinweg1
4.8480492708,52.3661273778,Brug no. 663,rembrandtpark2
4.847539651,52.3652757173,Brug no. 664,rembrandtpark3
4.8395466682,52.3456240058,Brug no. 665,oprit
4.8344397422,52.3628139985,Brug no. 666,marius_bauerstraat
4.8470675823,52.3634970041,Brug no. 667,rembrandtpark4
4.8345684882,52.3592759589,Brug no. 668,johan_jongkindstraat
4.8465794202,52.3614954567,Brug no. 669,rembrandtpark5
4.84211086,52.3456141745,Brug no. 670,einsteinweg2
4.8466652509,52.360548703,Brug no. 671,rembrandtpark7
4.844304907,52.358419252,Brug no. 672,cornelis_lelylaan9
4.8474001762,52.3642242214,Brug no. 673,postjesweg
4.8457372066,52.3601129929,Brug no. 674,rembrandtpark8
4.8175310966,52.3595396836,Brug no. 675,colenbranderhof
4.8174828168,52.3587861801,Brug no. 676,sloterplas
4.8090124008,52.3672214099,Brug no. 677,sloterpark5
4.813185918,52.3685839988,Brug no. 678,sloterpark4
4.8090553161,52.3642094807,Brug no. 679,oeverpad
4.806115615,52.3695600583,Brug no. 681,dokter_meurerstraat
4.849476206,52.3631186498,Brug no. 682,postjeskade_ingang_beatrixpark
4.8495083925,52.3618443418,Brug no. 683,postjeskade_hoek_corantijnstraat
4.8489075776,52.3597084011,Duizendste Brug (684),postjeskade_hoek_antillenstraat
4.8346757766,52.356347034,Brug no. 685,pieter_calandlaan1
4.8347562429,52.3515535311,Brug no. 687,heemstedestraat
4.84413861,52.3580244733,Brug no. 688,cornelis_lelylaan12
4.8406249162,52.3580408543,Brug no. 689,cornelis_lelylaan2
4.8349064466,52.3469741528,Brug no. 690,vlaardingenlaan
4.8360061523,52.3560849283,Brug no. 691,koningin_wilhelminaplein
4.8405980941,52.356111139,Brug no. 692,delflandlaan1
4.8477542278,52.3555000995,Brug no. 695,westlandgracht_hoek_woestduinstr
4.8030364391,52.3845470687,Brug no. 698,australiehavenweg
4.8114424821,52.3716136433,Brug no. 699,thomas_van_aquinostraat
4.807553279,52.3724307929,Brug no. 700,sloterpark2
4.8273748037,52.3518156637,Brug no. 701,johan_huizingalaan
4.8333293077,52.3576804724,Brug no. 702,cornelis_lelylaan7
4.8346543189,52.3581162065,Brug no. 703,cornelis_lelylaan6
4.8370092985,52.3457206804,Brug no. 704,henk_sneevlietweg
4.827288973,52.3578180731,Brug no. 705,cornelis_lelylaan13
4.8331415531,52.3627943435,Brug no. 706,hemsterhuisstraat
4.8332595703,52.3592628545,Brug no. 707,comeniusstraat
4.8333829519,52.3562716788,Brug no. 708,pieter_calandlaan3
4.8322081443,52.3518648133,Brug no. 709,jacques_veltmanstraat
4.8335063335,52.3515142111,Brug no. 710,plesmanlaan1
4.820873129,52.3517239175,Brug no. 711,christoffel_plantijnpad
4.8211842653,52.3513208872,Brug no. 712,plesmanlaan4
4.8274981853,52.3470937634,Brug no. 713,johan_huizingalaan1
4.8326802131,52.3471593033,Brug no. 714,ottho_heldringstraat
4.8182445642,52.3557540177,Brug no. 715,pieter_calandlaan4
4.8200684663,52.3524611584,Brug no. 716,johan_braakensiekhof
4.8213934776,52.3577263393,Brug no. 717,cornelis_lelylaan10
4.8213827487,52.3583488146,Brug no. 718,hemsterhuisstraat1
4.8185717937,52.3576968535,Brug no. 719,cornelis_lelylaan11
4.8188722011,52.3582734628,Brug no. 720,christoffel_plantijnpad2
4.8191940662,52.3539781977,Brug no. 721,dirk_wittehof
4.8069175955,52.3403000269,Brug no. 722,sportpark_sloten
4.8124617216,52.3703870717,Brug no. 725,sloterpark8
4.8123222467,52.3698499242,Brug no. 726,sloterpark7
4.8345336195,52.3576984916,Brug no. 729,cornelis_lelylaan4
4.7973206517,52.3404049068,Brug no. 730,tuinpark_vat3
4.7990265366,52.3403655768,Brug no. 731,tuinpark_vat2_te_sloten
4.7982916113,52.3379794957,Brug no. 732,tuinpark_vat_te_sloten
4.7986671206,52.3378811654,Brug no. 736,tuinpark_vat6_te_sloten
4.7987475869,52.3390938903,Brug no. 737,tuinpark_vat5_te_sloten
4.7999599453,52.3401427066,Brug no. 738,tuinpark_vat4_te_sloten
4.8075425502,52.3668725673,Brug no. 740,amstelglorie6
4.9101611849,52.3357162049,Brug no. 742,amstelglorie8
4.9116954085,52.334693507,Brug no. 744,amstelglorie10
4.9085625883,52.3330119041,Brug no. 749,amstelglorie1
4.8075425502,52.3668725673,Brug no. 751,president_allendelaan2
4.7952902194,52.3644535217,Brug no. 752,ookmeerweg
4.8068666335,52.3609696669,Brug no. 753,meer_en_vaart
4.8022371408,52.3525021159,Brug no. 754,pieter_calandlaan
4.7992330667,52.359388984,Brug no. 755,osdorpergracht
4.799275982,52.3580261114,Brug no. 756,tussen_meer
4.7969156381,52.3614610594,Brug no. 757,wevelswalepad
4.8150795575,52.3573987173,Brug no. 758,cornelis_lelylaan8
4.7904890653,52.356284784,Brug no. 759,tussen_meer2
4.7887027141,52.3559080061,Brug no. 760,tussen_meer1
4.7974252578,52.3481096207,Brug no. 761,baden_powellweg
4.7958695766,52.3632414924,Brug no. 762,grasrijk
4.7975110885,52.3603717987,Brug no. 763,vreedenhaven
4.8034548637,52.3602948123,Brug no. 764,groenpad
4.7992330667,52.359388984,Brug no. 765,van_suchtelen_v
4.7952419397,52.3603341245,Brug no. 766,reimerswaalstraat
4.7892928001,52.3595904628,Brug no. 767,baden_powellweg1
4.7937452671,52.3503608085,Brug no. 768,zuiderakerweg
4.7959446785,52.347408354,Brug no. 769,akersluisweg
4.7920983907,52.3534375741,Brug no. 770,hoogeboomspad
4.8108684894,52.3514028042,Brug no. 771,louis_davidsstraat
4.8031115409,52.3498594622,Brug no. 772,jan_van_zutphenplantsoen
4.7935682413,52.3441869716,Brug no. 773,akersluis
4.7796690341,52.3597935787,Brug no. 775,westgaarde
4.7761043784,52.3724226051,Brug no. 776,joris_v_d_berghweg
4.9044319865,52.3320776527,Brug no. 777,amstelglorie4
4.9059715744,52.3327332698,Brug no. 778,amstelglorie5
4.9083801981,52.3339559697,Brug no. 780,amstelglorie14
4.9119099852,52.3320678183,Brug no. 781,amstelglorie13
4.8378273722,52.336797879,Brug no. 782,riekerweg3
4.7540485736,52.3886462017,Brug no. 783,kanaalweg
4.8473586019,52.38904971,Brug no. 784,kabelweg
4.8008370277,52.3551855665,Piet Peelenbrug (786),verlengde_hoekenespad
4.8365640518,52.3519532826,Brug no. 787,maassluisstraat
4.7769787785,52.3530296447,Brug no. 788,romerostraat
4.7802510735,52.3535866558,Moeder Alacoquebrug (789),m_ghandilaan
4.7788402316,52.3559718948,Brug no. 790,bonhoeffersingel_hoek_terpstraat
4.7805568453,52.355306793,Brug no. 791,bonhoefferstraat_hoek_letelierst
4.7817477461,52.3511324775,Titus Brandsmabrug (792),g_v_lierstraat
4.7834214446,52.3504509192,Truus Wijsmullerbrug (793),jacob_paffstraat
4.7861787554,52.3530230915,Louis J. Welterbrug (794),jacob_paffstraat1
4.7836145636,52.3539863889,W.A. Meelhuysenbrug (795),willy_la_croixstraat
4.8043748614,52.3491172626,Brug no. 797,laan_van_vlaanderen
4.8623400804,52.3260569942,Brug no. 801,goudestein2
4.8624473687,52.3235848939,Brug no. 802,de_cuserstraat
4.862334716,52.327827379,Brug no. 803,van_nijenrodeweg2
4.8688471195,52.333088938,Brug no. 804,buitenveldertselaan2
4.8688632127,52.3291387295,Brug no. 805,gijsbrecht_van_aemstelpark10
4.8733290907,52.3353097509,Lex van Deldenbrug (808),in
4.869072425,52.3227750379,Brug no. 811,buitenveldertselaan1
4.865311968,52.3229356987,Brug no. 812,de_cuserstraat1
4.8732781287,52.3229012714,Brug no. 813,bongart
4.8852997895,52.3230930802,Brug no. 814,nederhoven
4.8623239871,52.33032219,Brug no. 815,hunneschans
4.8860990878,52.3331446645,Brug no. 816,dikninge
4.8864155885,52.32939116,Brug no. 817,rhijnestein
4.8780524608,52.3229537321,Brug no. 818,reimersbeek
4.8756867524,52.3331053282,Brug no. 820,willem_van_weldammelaan
4.8911845561,52.324988172,Brug no. 821,de_borcht
4.8787927505,52.3290108746,Brug no. 822,gijsbrecht_van_aemstelpark
4.8781436559,52.3286994314,Brug no. 823,gijsbrecht_van_aemstelpark1
4.8760354396,52.3288928543,Brug no. 824,gijsbrecht_van_aemstelpark2
4.8752736923,52.3283650374,Brug no. 825,gijsbrecht_van_aemstelpark4
4.8746567842,52.3288797409,Brug no. 826,gijsbrecht_van_aemstelpark6
4.8726934072,52.3283158616,Brug no. 827,gijsbrecht_van_aemstelpark7
4.8698449012,52.3288633491,Brug no. 828,gijsbrecht_van_aemstelpark9
4.8698449012,52.3288633491,Brug no. 829,gijsbrecht_van_aemstelpark11
4.8712718364,52.3283322536,Brug no. 830,gijsbrecht_van_aemstelpark8
4.8755633708,52.3291583995,Brug no. 831,gijsbrecht_van_aemstelpark3
4.8732191201,52.3291387295,Brug no. 832,gijsbrecht_van_aemstelpark5
4.8795169469,52.3331217183,Brug no. 833,van_leijenberghlaan
4.862270343,52.3288305657,Brug no. 834,van_der_boechorststraat
4.8641264316,52.3290961113,Brug no. 835,cannenburg
4.8911148187,52.3287830295,Rode Brug (836),van_nijenrodeweg
4.8889851447,52.3359866259,Brug no. 837,drentestraat
4.8931264755,52.3331446645,Brug no. 838,amstelpark1
4.8958301421,52.3321382976,Brug no. 839,amstelpark5
4.891028988,52.3322202502,Brug no. 840,europaboulevard
4.8971605178,52.3327086843,Brug no. 841,amsteldijk2
4.895776498,52.3306467346,Brug no. 844,amstelpark7
4.8959750951,52.3288813602,Brug no. 845,amstelpark8
4.9307713927,52.329243616,Brug no. 846,v_d_madeweg
4.8629341897,52.3226545418,Brug no. 849,in
4.86422165,52.3226676571,Brug no. 850,in
4.8669521388,52.3221004198,Brug no. 851,in
4.9172396482,52.3317957145,Brug no. 854,de_heusweg
4.8916740593,52.3389849103,Brug no. 856,president_kennedylaan
4.8684717239,52.3405343477,Brug no. 857,parnassusweg1
4.8684770883,52.3406818342,Brug no. 858,parnassusweg
4.8688204111,52.3405507351,Brug no. 859,strawinskylaan1
4.8717654766,52.3407473836,Brug no. 860,strawinskylaan
4.8732245983,52.3408391526,Brug no. 863,strawinskylaan2
4.8764915289,52.3410259674,Brug no. 864,strawinskylaan3
4.8882074178,52.3348836058,Brug no. 865,de_boelelaan
4.8769314111,52.3406523369,Brug no. 866,beethovenstraat
4.891157734,52.3376779488,Brug no. 867,ringweg_zuid_europaboulevard
4.8918443795,52.3378156117,Brug no. 868,europaboulevard2
4.8924344655,52.3372879014,Brug no. 869,europaboulevard1
4.8986089107,52.3337248722,Brug no. 870,amsteldijk1
4.9481439468,52.2935742581,Brug no. 871,meibergdreef
4.9515825387,52.2947816359,Brug no. 872,muntbergdreef
4.951008546,52.2954279632,Brug no. 873,muntbergdreef2
4.9447107192,52.3115830809,Brug no. 874,arena_boulevard
4.957091796,52.2991941906,Brug no. 875,pietersbergweg
4.9549943086,52.301198559,Brug no. 876,paalbergweg
4.8883172747,52.4094224913,Brug no. 889,algolstraat1
4.8880758759,52.4098086298,Brug no. 890,algolstraat
4.8861339566,52.410417282,Brug no. 891,antarusstraat
4.8852595564,52.4111306378,Brug no. 892,pegasusstraat
4.8911550518,52.4163790113,Brug no. 893,standaardmolen
4.8918470618,52.4191763617,Brug no. 895,rosmolen
4.8884352919,52.4213617704,Brug no. 896,grondzeiler
4.885318565,52.4212472682,Brug no. 897,bovenkruier1
4.8839667317,52.4203901275,Brug no. 898,bovenkruier
